0.000, Bid:,0,Ask:,0,
60.025, Bid:,1,1,1,Ask:,0,
60.050, Bid:,1,1,1,Ask:,1,500,1,
60.075, Bid:,2,1,1,26,1,Ask:,1,500,1,
60.100, Bid:,2,1,1,26,1,Ask:,2,467,1,500,1,
60.125, Bid:,3,1,1,26,1,27,1,Ask:,2,467,1,500,1,
60.150, Bid:,3,1,1,26,1,27,1,Ask:,3,376,1,467,1,500,1,
60.175, Bid:,3,1,1,26,1,27,1,Ask:,4,375,1,376,1,467,1,500,1,
60.200, Bid:,3,1,1,26,1,28,1,Ask:,4,375,1,376,1,467,1,500,1,
60.225, Bid:,3,1,1,26,1,28,1,Ask:,4,374,1,376,1,467,1,500,1,
60.250, Bid:,4,1,1,26,1,28,1,200,1,Ask:,4,374,1,376,1,467,1,500,1,
60.275, Bid:,4,1,1,26,1,28,1,200,1,Ask:,5,374,1,376,1,381,1,467,1,500,1,
60.300, Bid:,5,1,1,26,1,28,1,145,1,200,1,Ask:,5,374,1,376,1,381,1,467,1,500,1,
60.325, Bid:,5,1,1,28,1,99,1,145,1,200,1,Ask:,5,374,1,376,1,381,1,467,1,500,1,
60.350, Bid:,5,1,1,28,1,99,1,145,1,200,1,Ask:,6,374,1,376,1,381,1,431,1,467,1,500,1,
60.375, Bid:,5,1,1,28,1,99,1,145,1,200,1,Ask:,7,373,1,374,1,376,1,381,1,431,1,467,1,500,1,
60.400, Bid:,6,1,1,28,1,99,1,145,1,200,1,201,1,Ask:,7,373,1,374,1,376,1,381,1,431,1,467,1,500,1,
60.425, Bid:,6,1,1,28,1,71,1,99,1,200,1,201,1,Ask:,7,373,1,374,1,376,1,381,1,431,1,467,1,500,1,
60.450, Bid:,6,1,1,28,1,71,1,99,1,200,1,201,1,Ask:,8,366,1,373,1,374,1,376,1,381,1,431,1,467,1,500,1,
60.475, Bid:,6,1,1,28,1,71,1,99,1,200,1,201,1,Ask:,9,320,1,366,1,373,1,374,1,376,1,381,1,431,1,467,1,500,1,
60.500, Bid:,7,1,1,28,1,71,1,99,1,127,1,200,1,201,1,Ask:,9,320,1,366,1,373,1,374,1,376,1,381,1,431,1,467,1,500,1,
60.525, Bid:,8,1,1,7,1,28,1,71,1,99,1,127,1,200,1,201,1,Ask:,9,320,1,366,1,373,1,374,1,376,1,381,1,431,1,467,1,500,1,
60.550, Bid:,8,1,1,7,1,28,1,71,1,99,1,127,1,200,1,201,1,Ask:,9,319,1,320,1,366,1,373,1,376,1,381,1,431,1,467,1,500,1,
60.575, Bid:,8,1,1,7,1,28,1,71,1,99,1,127,1,200,1,201,1,Ask:,9,318,1,320,1,366,1,373,1,376,1,381,1,431,1,467,1,500,1,
60.600, Bid:,8,1,1,7,1,28,1,99,1,127,1,149,1,200,1,201,1,Ask:,9,318,1,320,1,366,1,373,1,376,1,381,1,431,1,467,1,500,1,
60.625, Bid:,8,1,1,7,1,28,1,99,1,127,1,149,1,200,1,201,1,Ask:,9,318,1,320,1,336,1,366,1,373,1,381,1,431,1,467,1,500,1,
60.650, Bid:,8,1,1,7,1,28,1,99,1,127,1,149,1,200,1,202,1,Ask:,9,318,1,320,1,336,1,366,1,373,1,381,1,431,1,467,1,500,1,
60.675, Bid:,8,1,1,7,1,28,1,99,1,127,1,149,1,200,1,202,1,Ask:,10,317,1,318,1,320,1,336,1,366,1,373,1,381,1,431,1,467,1,500,1,
60.700, Bid:,9,1,1,7,1,28,1,97,1,99,1,127,1,149,1,200,1,202,1,Ask:,10,317,1,318,1,320,1,336,1,366,1,373,1,381,1,431,1,467,1,500,1,
60.725, Bid:,8,1,1,7,1,28,1,99,1,127,1,149,1,200,1,202,1,Ask:,9,318,1,320,1,336,1,366,1,373,1,381,1,431,1,467,1,500,1,
60.750, Bid:,8,1,1,7,1,28,1,99,1,127,1,149,1,200,1,202,1,Ask:,8,320,1,336,1,366,1,373,1,381,1,431,1,467,1,500,1,
60.775, Bid:,8,1,1,7,1,28,1,99,1,127,1,149,1,200,1,203,1,Ask:,8,320,1,336,1,366,1,373,1,381,1,431,1,467,1,500,1,
60.800, Bid:,9,1,1,7,1,28,1,99,1,127,1,149,1,200,1,203,1,204,1,Ask:,8,320,1,336,1,366,1,373,1,381,1,431,1,467,1,500,1,
60.825, Bid:,10,1,1,7,1,28,1,99,1,111,1,127,1,149,1,200,1,203,1,204,1,Ask:,8,320,1,336,1,366,1,373,1,381,1,431,1,467,1,500,1,
60.900, Bid:,10,7,1,28,1,99,1,111,1,127,1,149,1,200,1,203,1,204,1,205,1,Ask:,8,320,1,336,1,366,1,373,1,381,1,431,1,467,1,500,1,
60.950, Bid:,11,7,1,28,1,76,1,99,1,111,1,127,1,149,1,200,1,203,1,204,1,205,1,Ask:,8,320,1,336,1,366,1,373,1,381,1,431,1,467,1,500,1,
60.975, Bid:,12,7,1,28,1,76,1,99,1,111,1,127,1,137,1,149,1,200,1,203,1,204,1,205,1,Ask:,8,320,1,336,1,366,1,373,1,381,1,431,1,467,1,500,1,
61.025, Bid:,12,7,1,28,1,76,1,99,1,111,1,127,1,137,1,149,1,200,1,203,1,204,1,205,1,Ask:,7,336,1,366,1,373,1,381,1,431,1,467,1,500,1,
61.050, Bid:,12,7,1,28,1,76,1,99,1,111,1,127,1,137,1,149,1,200,1,203,1,204,1,205,1,Ask:,8,336,1,366,1,373,1,381,1,431,1,448,1,467,1,500,1,
61.075, Bid:,12,7,1,28,1,76,1,99,1,111,1,127,1,137,1,142,1,149,1,203,1,204,1,205,1,Ask:,8,336,1,366,1,373,1,381,1,431,1,448,1,467,1,500,1,
61.100, Bid:,12,7,1,28,1,76,1,99,1,111,1,127,1,137,1,142,1,149,1,203,1,204,1,205,1,Ask:,8,336,1,366,1,373,1,381,1,448,1,467,1,470,1,500,1,
61.125, Bid:,13,7,1,28,1,76,1,99,1,111,1,118,1,127,1,137,1,142,1,149,1,203,1,204,1,205,1,Ask:,8,336,1,366,1,373,1,381,1,448,1,467,1,470,1,500,1,
61.150, Bid:,13,7,1,28,1,76,1,99,1,111,1,118,1,127,1,137,1,142,1,149,1,203,1,204,1,205,1,Ask:,8,366,1,373,1,381,1,388,1,448,1,467,1,470,1,500,1,
61.175, Bid:,13,7,1,28,1,76,1,99,1,111,1,118,1,127,1,137,1,142,1,149,1,203,1,204,1,205,1,Ask:,8,365,1,366,1,381,1,388,1,448,1,467,1,470,1,500,1,
61.200, Bid:,14,7,1,28,1,76,1,99,1,111,1,118,1,127,1,137,1,142,1,149,1,203,1,204,1,205,1,207,1,Ask:,8,365,1,366,1,381,1,388,1,448,1,467,1,470,1,500,1,
61.225, Bid:,14,7,1,28,1,76,1,99,1,111,1,118,1,127,1,137,1,142,1,149,1,204,1,205,1,207,1,208,1,Ask:,8,365,1,366,1,381,1,388,1,448,1,467,1,470,1,500,1,
